Purchase_List,Purchase_Area,Path_List,WayBack_List
"[9, 5, 3, 1, 6]","[SA4, SA3, SA1, SA2, SA9]","[R0, R0, SA0, R7, SA4, SA4, R7, R8, SA3, SA3, SA2, R2, SA1]","[SA9, SA9, SA8, R9, SA0, R0]"
"[3, 1, 1, 7]","[SA1, SA2, SA2, SA2]","[R0, R0, R1, SA1, SA1, R2, SA2]","[SA2, SA2, SA3, R8, R0]"
"[8, 7]","[SA6, SA2]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[10, 9, 2]","[SA8, SA4, SA3]","[R0, R0, SA0, R9, SA8, SA8, R9, R7, SA4, SA4, R7, R8, SA3]","[SA3, SA3, R8, R0]"
"[9, 10]","[SA4, SA8]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[3, 9, 2]","[SA1, SA4, SA3]","[R0, R0, R1, SA1, SA1, R1, SA0, R7, SA4, SA4, R7, R8, SA3]","[SA3, SA3, R8, R0]"
"[6, 5]","[SA9, SA3]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[4, 6, 1, 10, 8]","[SA5, SA9, SA2, SA8, SA6]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA2]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[3, 7, 5]","[SA1, SA2, SA3]","[R0, R0, R1, SA1, SA1, R2, SA2, SA2, SA3]","[SA3, SA3, R8, R0]"
"[5, 9, 3, 7]","[SA3, SA4, SA1, SA2]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4, SA4, R7, SA0, R1, SA1]","[SA2, SA2, SA3, R8, R0]"
"[5, 10, 6, 3]","[SA3, SA8, SA9, SA1]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1]","[SA1, SA1, R1, R0]"
"[1, 4, 9]","[SA2, SA5, SA4]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5, SA5, R3, SA4]","[SA4, SA4, R7, SA0, R0]"
"[8, 4, 9, 5]","[SA6, SA5, SA4, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, SA5, R3, SA4, SA4, R7, R8, SA3]","[SA3, SA3, R8, R0]"
"[10, 5, 4, 6]","[SA8, SA3, SA5, SA9]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA3, SA2, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[2, 3, 4]","[SA3, SA1, SA5]","[R0, R0, R8, SA3, SA3, SA2, R2, SA1, SA1, R2, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[2, 1, 9]","[SA3, SA2, SA4]","[R0, R0, R8, SA3, SA3, SA2, SA2, R3, SA4]","[SA4, SA4, R7, SA0, R0]"
"[8, 4, 5, 7]","[SA6, SA5, SA3, SA2]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, SA5, R3, SA2, SA3]","[SA2, SA2, SA3, R8, R0]"
"[5, 9, 3, 6]","[SA3, SA4, SA1, SA9]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4, SA4, R7, SA0, R1, SA1, SA1, R1, SA0, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[9, 8, 1, 10]","[SA4, SA6, SA2, SA8]","[R0, R0, SA0, R7, SA4, SA4, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, SA2, SA3, R8, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[2, 10, 3, 8]","[SA3, SA8, SA1, SA6]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA8, R9, SA0, R1, SA1, SA1, R1, SA0, R7, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[8, 7]","[SA6, SA2]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[8, 5, 4]","[SA6, SA3, SA5]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, SA3]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[2, 9, 10]","[SA3, SA4, SA8]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4, SA4, R7, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[5, 3, 6, 8, 10]","[SA3, SA1, SA9, SA6, SA8]","[R0, R0, R8, SA3, SA3, SA2, R2, SA1, SA1, R1, SA0, R9, SA8, SA9, SA9, SA8, R6, SA7, R5, SA6]","[SA8, SA8, R9, SA0, R0]"
"[10, 9, 3]","[SA8, SA4, SA1]","[R0, R0, SA0, R9, SA8, SA8, R9, R7, SA4, SA4, R7, SA0, R1, SA1]","[SA1, SA1, R1, R0]"
"[9, 6, 3]","[SA4, SA9, SA1]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1]","[SA1, SA1, R1, R0]"
"[6, 4, 7]","[SA9, SA5, SA2]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R7, SA4, R3, SA5, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[8, 10, 7, 6, 4, 5]","[SA6, SA8, SA2, SA9, SA5, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R5, SA7, R6, SA8, SA8, R9, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9, SA9, SA8, R9, R7, SA4, R3, SA5]","[SA3, SA3, R8, R0]"
"[4, 3, 6, 10]","[SA5, SA1, SA9, SA8]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, R2, SA1, SA1, R1, SA0, R9, SA8, SA9]","[SA8, SA8, R9, SA0, R0]"
"[10, 7, 5, 4]","[SA8, SA2, SA3, SA5]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[3, 1, 6, 10]","[SA1, SA2, SA9, SA8]","[R0, R0, R1, SA1, SA1, R2, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA8, SA8, R9, SA0, R0]"
"[6, 2, 7, 4]","[SA9, SA3, SA2, SA5]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[1, 3, 2, 9]","[SA2, SA1, SA3, SA4]","[R0, R0, R8, SA3, SA2, SA2, R2, SA1]","[SA4, SA4, R7, SA0, R0]"
"[4, 1, 6]","[SA5, SA2, SA9]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[3, 9, 6, 4, 7]","[SA1, SA4, SA9, SA5, SA2]","[R0, R0, R1, SA1, SA1, R1, SA0, R7, SA4, SA4, R7, R9, SA8, SA9, SA9, SA8, R9, R7, SA4, R3, SA5, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[9, 6, 8]","[SA4, SA9, SA6]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8, SA9, SA9, SA8, R6, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[9, 10, 2]","[SA4, SA8, SA3]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[4, 1, 10]","[SA5, SA2, SA8]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, SA2, SA3, R8, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[2, 7, 6, 8]","[SA3, SA2, SA9, SA6]","[R0, R0, R8, SA3, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9, SA9, SA8, R6, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[10, 5]","[SA8, SA3]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[9, 3, 6]","[SA4, SA1, SA9]","[R0, R0, SA0, R7, SA4, SA4, R7, SA0, R1, SA1, SA1, R1, SA0, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[2, 9, 7]","[SA3, SA4, SA2]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4]","[SA2, SA2, SA3, R8, R0]"
"[8, 4, 10, 6]","[SA6, SA5, SA8, SA9]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, SA5, R3, SA4, R7, R9, SA8, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[9, 3, 4, 8]","[SA4, SA1, SA5, SA6]","[R0, R0, SA0, R7, SA4, SA4, R7, SA0, R1, SA1, SA1, R2, SA2, R3, SA5, SA5, R4, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[2, 1, 9]","[SA3, SA2, SA4]","[R0, R0, R8, SA3, SA3, SA2, SA2, R3, SA4]","[SA4, SA4, R7, SA0, R0]"
"[6, 10]","[SA9, SA8]","[R0, R0, SA0, R9, SA8, SA9]","[SA8, SA8, R9, SA0, R0]"
"[9, 10, 8]","[SA4, SA8, SA6]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8, SA8, R6, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[4, 2, 6, 7, 9]","[SA5, SA3, SA9, SA2, SA4]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, SA3, SA3, R8, R9, SA8, SA9]","[SA4, SA4, R7, SA0, R0]"
"[8, 6, 7, 2]","[SA6, SA9, SA2, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R5, SA7, R6, SA8, SA9, SA9, SA8, R9, R8, SA3, SA2]","[SA3, SA3, R8, R0]"
"[4, 10]","[SA5, SA8]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA4, R7, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[6, 10, 2]","[SA9, SA8, SA3]","[R0, R0, SA0, R9, SA8, SA9]","[SA3, SA3, R8, R0]"
"[10, 1, 5, 6]","[SA8, SA2, SA3, SA9]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA9, SA9, SA8, R9, SA0, R0]"
"[4, 1, 2, 10, 9, 8]","[SA5, SA2, SA3, SA8, SA4, SA6]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, SA2, SA3, SA3, R8, R9, SA8]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[1, 8, 6]","[SA2, SA6, SA9]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5, R4, SA6, SA6, R5, SA7, R6, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[4, 3, 9, 10, 8, 5]","[SA5, SA1, SA4, SA8, SA6, SA3]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2, R2, SA1]","[SA3, SA3, R8, R0]"
"[4, 10, 5]","[SA5, SA8, SA3]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[7, 4, 5]","[SA2, SA5, SA3]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5]","[SA3, SA3, R8, R0]"
"[1, 2, 6]","[SA2, SA3, SA9]","[R0, R0, R8, SA3, SA2]","[SA9, SA9, SA8, R9, SA0, R0]"
"[5, 9, 4]","[SA3, SA4, SA5]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4, SA4, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[3, 10, 7, 4]","[SA1, SA8, SA2, SA5]","[R0, R0, R1, SA1, SA1, R1, SA0, R9, SA8, SA8, R9, R8, SA3, SA2, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[7, 5, 10, 9]","[SA2, SA3, SA8, SA4]","[R0, R0, R8, SA3, SA2]","[SA4, SA4, R7, SA0, R0]"
"[7, 3, 4, 9, 5]","[SA2, SA1, SA5, SA4, SA3]","[R0, R0, R8, SA3, SA2, SA2, R2, SA1, SA1, R2, SA2, R3, SA5, SA5, R3, SA4]","[SA3, SA3, R8, R0]"
"[3, 5, 8]","[SA1, SA3, SA6]","[R0, R0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2, R3, SA5, R4, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[10, 1, 5]","[SA8, SA2, SA3]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA3, SA3, R8, R0]"
"[3, 5, 4]","[SA1, SA3, SA5]","[R0, R0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[10, 6, 5, 8, 1]","[SA8, SA9, SA3, SA6, SA2]","[R0, R0, SA0, R9, SA8, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2, R3, SA5, R4, SA6]","[SA2, SA2, SA3, R8, R0]"
"[7, 4]","[SA2, SA5]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[1, 4, 6, 8]","[SA2, SA5, SA9, SA6]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA9, SA9, SA8, R6, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[5, 6]","[SA3, SA9]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[6, 5, 4]","[SA9, SA3, SA5]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[1, 3, 4, 9]","[SA2, SA1, SA5, SA4]","[R0, R0, R8, SA3, SA2, SA2, R2, SA1, SA1, R2, SA2, R3, SA5, SA5, R3, SA4]","[SA4, SA4, R7, SA0, R0]"
"[8, 1, 2]","[SA6, SA2, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, SA2, SA3]","[SA3, SA3, R8, R0]"
"[10, 6, 3, 1, 4]","[SA8, SA9, SA1, SA2, SA5]","[R0, R0, SA0, R9, SA8, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1, SA1, R2, SA2, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[2, 10, 7, 6]","[SA3, SA8, SA2, SA9]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA8, R9, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[4, 10, 1, 5, 8]","[SA5, SA8, SA2, SA3, SA6]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[3, 5, 6, 2]","[SA1, SA3, SA9, SA3]","[R0, R0, R1, SA1, SA1, R1, R8, SA3, SA3, R8, R9, SA8, SA9]","[SA3, SA3, R8, R0]"
"[1, 9, 10]","[SA2, SA4, SA8]","[R0, R0, R8, SA3, SA2, SA2, R3, SA4, SA4, R7, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[3, 5, 1]","[SA1, SA3, SA2]","[R0, R0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[9, 3, 8]","[SA4, SA1, SA6]","[R0, R0, SA0, R7, SA4, SA4, R7, SA0, R1, SA1, SA1, R1, SA0, R7, SA7, R5, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[6, 10, 2, 8]","[SA9, SA8, SA3, SA6]","[R0, R0, SA0, R9, SA8, SA9]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[9, 1, 2]","[SA4, SA2, SA3]","[R0, R0, SA0, R7, SA4, SA4, R3, SA2, SA2, SA3]","[SA3, SA3, R8, R0]"
"[5, 6, 9, 8, 7]","[SA3, SA9, SA4, SA6, SA2]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA9, SA9, SA8, R9, R7, SA4, SA4, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[8, 10, 5]","[SA6, SA8, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R5, SA7, R6, SA8, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[9, 1, 6, 2]","[SA4, SA2, SA9, SA3]","[R0, R0, SA0, R7, SA4, SA4, R3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA3, SA3, R8, R0]"
"[9, 5, 8]","[SA4, SA3, SA6]","[R0, R0, SA0, R7, SA4, SA4, R7, R8, SA3, SA3, SA2, R3, SA5, R4, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[5, 4, 6, 3]","[SA3, SA5, SA9, SA1]","[R0, R0, R8, SA3, SA3, SA2, R3, SA5, SA5, R3, SA4, R7, R9, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1]","[SA1, SA1, R1, R0]"
"[6, 4]","[SA9, SA5]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R7, SA4, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[6, 2, 8]","[SA9, SA3, SA6]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2, R3, SA5, R4, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[8, 5]","[SA6, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, SA3]","[SA3, SA3, R8, R0]"
"[7, 6]","[SA2, SA9]","[R0, R0, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[7, 3, 9, 4]","[SA2, SA1, SA4, SA5]","[R0, R0, R8, SA3, SA2, SA2, R2, SA1, SA1, R1, SA0, R7, SA4, SA4, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[9, 8, 3, 5]","[SA4, SA6, SA1, SA3]","[R0, R0, SA0, R7, SA4, SA4, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, R2, SA1, SA1, R1, R8, SA3]","[SA3, SA3, R8, R0]"
"[7, 6]","[SA2, SA9]","[R0, R0, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[5, 7, 10]","[SA3, SA2, SA8]","[R0, R0, R8, SA3, SA3, SA2, SA2, SA3, R8, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[10, 7]","[SA8, SA2]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[7, 2, 4, 8]","[SA2, SA3, SA5, SA6]","[R0, R0, R8, SA3, SA2]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[7, 5, 3]","[SA2, SA3, SA1]","[R0, R0, R8, SA3, SA2]","[SA1, SA1, R1, R0]"
"[9, 3, 2, 8, 6]","[SA4, SA1, SA3, SA6, SA9]","[R0, R0, SA0, R7, SA4, SA4, R7, SA0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2, R3, SA5, R4, SA6, SA6, R5, SA7, R6, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[6, 5, 1]","[SA9, SA3, SA2]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[6, 2, 4, 7]","[SA9, SA3, SA5, SA2]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA3, SA2, R3, SA5]","[SA2, SA2, SA3, R8, R0]"
"[10, 5, 1, 4, 3]","[SA8, SA3, SA2, SA5, SA1]","[R0, R0, SA0, R9, SA8, SA8, R9, R8, SA3, SA3, SA2, SA2, R3, SA5, SA5, R3, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
"[1, 2, 9, 4]","[SA2, SA3, SA4, SA5]","[R0, R0, R8, SA3, SA2]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[4, 7, 9]","[SA5, SA2, SA4]","[R0, R0, SA0, R7, SA4, R3, SA5, SA5, R3, SA2]","[SA4, SA4, R7, SA0, R0]"
"[6, 7]","[SA9, SA2]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[3, 8, 1]","[SA1, SA6, SA2]","[R0, R0, R1, SA1, SA1, R1, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[5, 6, 3, 8, 4]","[SA3, SA9, SA1, SA6, SA5]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1, SA1, R1, SA0, R7, SA7, R5, SA6, SA6, R4, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[5, 7, 6]","[SA3, SA2, SA9]","[R0, R0, R8, SA3, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[8, 6, 4, 5]","[SA6, SA9, SA5, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R5, SA7, R6, SA8, SA9, SA9, SA8, R9, R7, SA4, R3, SA5, SA5, R3, SA2, SA3]","[SA3, SA3, R8, R0]"
"[10, 3, 10, 1]","[SA8, SA1, SA8, SA2]","[R0, R0, SA0, R9, SA8, SA8, R9, SA0, R1, SA1]","[SA2, SA2, SA3, R8, R0]"
"[9, 1]","[SA4, SA2]","[R0, R0, SA0, R7, SA4, SA4, R3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[2, 6, 7, 3]","[SA3, SA9, SA2, SA1]","[R0, R0, R8, SA3, SA3, R8, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA2, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
"[5, 1, 6]","[SA3, SA2, SA9]","[R0, R0, R8, SA3, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[6, 8, 9, 3, 7]","[SA9, SA6, SA4, SA1, SA2]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R6, SA7, R5, SA6, SA6, R4, SA5, R3, SA4, SA4, R7, SA0, R1, SA1, SA1, R2, SA2]","[SA2, SA2, SA3, R8, R0]"
"[2, 3, 10, 8, 1]","[SA3, SA1, SA8, SA6, SA2]","[R0, R0, R8, SA3, SA3, SA2, R2, SA1, SA1, R1, SA0, R9, SA8, SA8, R6, SA7, R5, SA6]","[SA2, SA2, SA3, R8, R0]"
"[6, 10, 9, 5]","[SA9, SA8, SA4, SA3]","[R0, R0, SA0, R9, SA8, SA9]","[SA3, SA3, R8, R0]"
"[8, 4, 6, 5]","[SA6, SA5, SA9, SA3]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, SA5, R3, SA4, R7, R9, SA8, SA9, SA9, SA8, R9, R8, SA3]","[SA3, SA3, R8, R0]"
"[5, 3, 1]","[SA3, SA1, SA2]","[R0, R0, R8, SA3, SA3, SA2, R2, SA1]","[SA2, SA2, SA3, R8, R0]"
"[6, 3, 5, 4]","[SA9, SA1, SA3, SA5]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2, R3, SA5]","[SA5, SA5, R3, SA2, SA3, R8, R0]"
"[10, 3, 6, 1]","[SA8, SA1, SA9, SA2]","[R0, R0, SA0, R9, SA8, SA8, R9, SA0, R1, SA1, SA1, R1, SA0, R9, SA8, SA9, SA9, SA8, R9, R8, SA3, SA2]","[SA2, SA2, SA3, R8, R0]"
"[3, 5, 8]","[SA1, SA3, SA6]","[R0, R0, R1, SA1, SA1, R1, R8, SA3, SA3, SA2, R3, SA5, R4, SA6]","[SA6, SA6, R5, SA7, R7, SA0, R0]"
"[5, 7, 9, 10, 3]","[SA3, SA2, SA4, SA8, SA1]","[R0, R0, R8, SA3, SA3, SA2, SA2, R3, SA4, SA4, R7, R9, SA8, SA8, R9, SA0, R1, SA1]","[SA1, SA1, R1, R0]"
"[2, 9, 7, 10, 3]","[SA3, SA4, SA2, SA8, SA1]","[R0, R0, R8, SA3, SA3, SA2, R3, SA4]","[SA1, SA1, R1, R0]"
"[3]",[SA1],"[R0, R0, R1, SA1]","[SA1, SA1, R1, R0]"
"[1, 8, 10, 9]","[SA2, SA6, SA8, SA4]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5, R4, SA6, SA6, R5, SA7, R6, SA8, SA8, R9, R7, SA4]","[SA4, SA4, R7, SA0, R0]"
"[1, 10, 6]","[SA2, SA8, SA9]","[R0, R0, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA8, SA9]","[SA9, SA9, SA8, R9, SA0, R0]"
"[6, 3, 10]","[SA9, SA1, SA8]","[R0, R0, SA0, R9, SA8, SA9, SA9, SA8, R9, SA0, R1, SA1]","[SA8, SA8, R9, SA0, R0]"
"[8, 1, 3]","[SA6, SA2, SA1]","[R0, R0, SA0, R7, SA7, R5, SA6, SA6, R4, SA5, R3, SA2, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
"[9, 10]","[SA4, SA8]","[R0, R0, SA0, R7, SA4, SA4, R7, R9, SA8]","[SA8, SA8, R9, SA0, R0]"
"[3, 10, 7, 5]","[SA1, SA8, SA2, SA3]","[R0, R0, R1, SA1, SA1, R1, SA0, R9, SA8, SA8, R9, R8, SA3, SA2]","[SA3, SA3, R8, R0]"
"[5, 1, 3]","[SA3, SA2, SA1]","[R0, R0, R8, SA3, SA3, SA2, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
"[1, 3, 6, 9]","[SA2, SA1, SA9, SA4]","[R0, R0, R8, SA3, SA2, SA2, R2, SA1, SA1, R1, SA0, R9, SA8, SA9, SA9, SA8, R9, R7, SA4]","[SA4, SA4, R7, SA0, R0]"
"[7, 8, 3]","[SA2, SA6, SA1]","[R0, R0, R8, SA3, SA2, SA2, R3, SA5, R4, SA6, SA6, R4, SA5, R3, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
"[2, 4, 8, 9]","[SA3, SA5, SA6, SA4]","[R0, R0, R8, SA3, SA3, SA2, R3, SA5, SA5, R4, SA6, SA6, R4, SA5, R3, SA4]","[SA4, SA4, R7, SA0, R0]"
"[1, 6, 9]","[SA2, SA9, SA4]","[R0, R0, R8, SA3, SA2, SA2, SA3, R8, R9, SA8, SA9, SA9, SA8, R9, R7, SA4]","[SA4, SA4, R7, SA0, R0]"
"[9, 4, 7, 3]","[SA4, SA5, SA2, SA1]","[R0, R0, SA0, R7, SA4, SA4, R3, SA5, SA5, R3, SA2, SA2, R2, SA1]","[SA1, SA1, R1, R0]"
